fold,n_test,fold_qhat,interval_coverage,price_only_mae_bp,price_only_balanced_accuracy,rate_only_mae_bp,rate_only_balanced_accuracy,shuffled_text_mae_bp,shuffled_text_balanced_accuracy,fusion_mae_bp,fusion_balanced_accuracy,pooled_dm_price_only_dm_statistic,pooled_dm_price_only_p_value,pooled_dm_price_only_mean_loss_difference,pooled_dm_rate_only_dm_statistic,pooled_dm_rate_only_p_value,pooled_dm_rate_only_mean_loss_difference,pooled_dm_shuffled_text_dm_statistic,pooled_dm_shuffled_text_p_value,pooled_dm_shuffled_text_mean_loss_difference
0,23,2.4099369049072266,1.0,13.224908828735352,0.16666666666666666,12.410457611083984,0.3416666666666666,14.150017738342285,0.375,15.65022087097168,0.35000000000000003,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
1,23,2.885815143585205,1.0,11.383474349975586,0.2380952380952381,9.754908561706543,0.3095238095238095,12.530951499938965,0.3333333333333333,11.54128360748291,0.28571428571428575,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
2,23,1.2973048686981201,0.8260869565217391,18.825305938720703,0.4444444444444444,17.368701934814453,0.3055555555555555,18.984195709228516,0.40277777777777773,18.566465377807617,0.2916666666666667,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
3,23,1.4435871839523315,0.8260869565217391,12.403900146484375,0.2626262626262626,14.271286964416504,0.35858585858585856,13.65822982788086,0.202020202020202,13.504210472106934,0.202020202020202,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
4,23,2.982267141342163,1.0,8.4780855178833,0.6666666666666666,10.938519477844238,0.21666666666666667,10.269768714904785,0.31666666666666665,10.520902633666992,0.3444444444444444,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
5,23,1.3721742630004883,0.9130434782608695,8.647319793701172,0.3282051282051282,11.790216445922852,0.1692307692307692,8.270998001098633,0.3846153846153846,8.166611671447754,0.3846153846153846,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
6,22,1.5715157985687256,1.0,10.053667068481445,0.3833333333333333,13.54602336883545,0.35000000000000003,11.960028648376465,0.31666666666666665,12.169412612915039,0.21666666666666667,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
7,18,1.4145560264587402,0.8333333333333334,14.670013427734375,0.25595238095238093,16.09893035888672,0.3333333333333333,17.03467559814453,0.30357142857142855,17.349021911621094,0.22023809523809523,1.798320385587634,0.07383030581132122,1.1767568588256836,0.18106981150464638,0.85651995022779,0.13918587565422058,0.17327940476113046,0.8626298119406828,0.06871876865625381
