feature,smd_before,smd_after_iptw,smd_after_matching
risk_score,0.08191109706583621,0.02059864467143424,0.02645495410803267
log_amount,0.5545858477651063,0.003950388674032822,-0.003375690199137602
hour_sin,-0.20525547617464762,-0.017466788876345722,0.009003512643657993
hour_cos,-0.19868524960063888,-0.014896232351468832,-0.0023843871843526408
