meeting_date,event_token,price_date,business_day_offset,attention
2023-03-22,policy_stance_shift,2023-02-27,-16,0.031272366642951965
2023-03-22,policy_stance_shift,2023-02-28,-15,0.030829744413495064
2023-03-22,policy_stance_shift,2023-03-01,-14,0.0307297520339489
2023-03-22,policy_stance_shift,2023-03-02,-13,0.02951730601489544
2023-03-22,policy_stance_shift,2023-03-03,-12,0.030476178973913193
2023-03-22,policy_stance_shift,2023-03-06,-11,0.03045862540602684
2023-03-22,policy_stance_shift,2023-03-07,-10,0.032481297850608826
2023-03-22,policy_stance_shift,2023-03-08,-9,0.032350897789001465
2023-03-22,policy_stance_shift,2023-03-09,-8,0.03089352697134018
2023-03-22,policy_stance_shift,2023-03-10,-7,0.030499141663312912
2023-03-22,policy_stance_shift,2023-03-13,-6,0.03157581388950348
2023-03-22,policy_stance_shift,2023-03-14,-5,0.02890956588089466
2023-03-22,policy_stance_shift,2023-03-15,-4,0.03329787775874138
2023-03-22,policy_stance_shift,2023-03-16,-3,0.029187001287937164
2023-03-22,policy_stance_shift,2023-03-17,-2,0.03020423650741577
2023-03-22,policy_stance_shift,2023-03-20,-1,0.032159123569726944
2023-03-22,policy_stance_shift,2023-03-21,0,0.032598935067653656
2023-03-22,expected_rate_path_shift,2023-02-02,-32,0.031144946813583374
2023-03-22,expected_rate_path_shift,2023-02-03,-31,0.03290451690554619
2023-03-22,expected_rate_path_shift,2023-02-06,-30,0.033008962869644165
2023-03-22,expected_rate_path_shift,2023-02-07,-29,0.028729159384965897
2023-03-22,expected_rate_path_shift,2023-02-08,-28,0.03078586794435978
2023-03-22,expected_rate_path_shift,2023-02-09,-27,0.02966688573360443
2023-03-22,expected_rate_path_shift,2023-02-10,-26,0.03040354885160923
2023-03-22,expected_rate_path_shift,2023-02-13,-25,0.030208459123969078
2023-03-22,expected_rate_path_shift,2023-02-14,-24,0.02831430733203888
2023-03-22,expected_rate_path_shift,2023-02-15,-23,0.02778765559196472
2023-03-22,expected_rate_path_shift,2023-02-16,-22,0.02592793107032776
2023-03-22,expected_rate_path_shift,2023-02-17,-21,0.027236901223659515
2023-03-22,expected_rate_path_shift,2023-02-21,-20,0.027717350050807
2023-03-22,expected_rate_path_shift,2023-02-22,-19,0.02689852938055992
2023-03-22,expected_rate_path_shift,2023-02-23,-18,0.026904748752713203
2023-03-22,expected_rate_path_shift,2023-02-24,-17,0.028366373851895332
2023-03-22,expected_rate_path_shift,2023-02-27,-16,0.029890546575188637
2023-03-22,expected_rate_path_shift,2023-02-28,-15,0.028151748701930046
2023-03-22,expected_rate_path_shift,2023-03-01,-14,0.03067222610116005
2023-03-22,expected_rate_path_shift,2023-03-02,-13,0.029365403577685356
2023-03-22,expected_rate_path_shift,2023-03-03,-12,0.02960096299648285
2023-03-22,expected_rate_path_shift,2023-03-06,-11,0.030784834176301956
2023-03-22,expected_rate_path_shift,2023-03-07,-10,0.03315079212188721
2023-03-22,expected_rate_path_shift,2023-03-08,-9,0.033188480883836746
2023-03-22,expected_rate_path_shift,2023-03-09,-8,0.0323086753487587
2023-03-22,expected_rate_path_shift,2023-03-10,-7,0.031527094542980194
2023-03-22,expected_rate_path_shift,2023-03-13,-6,0.03325440734624863
2023-03-22,expected_rate_path_shift,2023-03-14,-5,0.029923122376203537
2023-03-22,expected_rate_path_shift,2023-03-15,-4,0.034772880375385284
2023-03-22,expected_rate_path_shift,2023-03-16,-3,0.029517948627471924
2023-03-22,expected_rate_path_shift,2023-03-17,-2,0.030926667153835297
2023-03-22,expected_rate_path_shift,2023-03-20,-1,0.032359879463911057
2023-03-22,expected_rate_path_shift,2023-03-21,0,0.034598179161548615
2023-03-22,inflation_assessment_shift,2023-02-02,-32,0.034093789756298065
2023-03-22,inflation_assessment_shift,2023-02-03,-31,0.028968434780836105
2023-03-22,inflation_assessment_shift,2023-02-06,-30,0.028414472937583923
2023-03-22,inflation_assessment_shift,2023-02-07,-29,0.029270265251398087
2023-03-22,inflation_assessment_shift,2023-02-08,-28,0.03066788986325264
2023-03-22,inflation_assessment_shift,2023-02-09,-27,0.032724205404520035
2023-03-22,inflation_assessment_shift,2023-02-10,-26,0.02991415001451969
2023-03-22,inflation_assessment_shift,2023-02-13,-25,0.03297413885593414
2023-03-22,inflation_assessment_shift,2023-02-14,-24,0.03136412426829338
2023-03-22,inflation_assessment_shift,2023-02-15,-23,0.03142886608839035
2023-03-22,inflation_assessment_shift,2023-02-16,-22,0.03183864429593086
2023-03-22,inflation_assessment_shift,2023-02-17,-21,0.033841174095869064
2023-03-22,inflation_assessment_shift,2023-02-21,-20,0.031655676662921906
2023-03-22,inflation_assessment_shift,2023-02-22,-19,0.02974822372198105
2023-03-22,inflation_assessment_shift,2023-02-23,-18,0.039430271834135056
2023-03-22,inflation_assessment_shift,2023-02-24,-17,0.03441474959254265
2023-03-22,inflation_assessment_shift,2023-02-27,-16,0.03160317614674568
2023-03-22,inflation_assessment_shift,2023-02-28,-15,0.03788268566131592
2023-03-22,inflation_assessment_shift,2023-03-01,-14,0.028803512454032898
2023-03-22,inflation_assessment_shift,2023-03-02,-13,0.02947099506855011
2023-03-22,inflation_assessment_shift,2023-03-03,-12,0.03159724920988083
2023-03-22,inflation_assessment_shift,2023-03-06,-11,0.027824630960822105
2023-03-22,inflation_assessment_shift,2023-03-07,-10,0.024858517572283745
2023-03-22,inflation_assessment_shift,2023-03-08,-9,0.025222020223736763
2023-03-22,inflation_assessment_shift,2023-03-09,-8,0.02462966926395893
2023-03-22,inflation_assessment_shift,2023-03-10,-7,0.026132745668292046
2023-03-22,inflation_assessment_shift,2023-03-13,-6,0.025515718385577202
2023-03-22,inflation_assessment_shift,2023-03-14,-5,0.02869531139731407
2023-03-22,inflation_assessment_shift,2023-03-15,-4,0.0276020597666502
2023-03-22,inflation_assessment_shift,2023-03-16,-3,0.030618853867053986
2023-03-22,inflation_assessment_shift,2023-03-17,-2,0.02956436574459076
2023-03-22,inflation_assessment_shift,2023-03-20,-1,0.03278059884905815
2023-03-22,inflation_assessment_shift,2023-03-21,0,0.026448801159858704
2023-03-22,inflation_risk_shift,2023-02-02,-32,0.03272264078259468
2023-03-22,inflation_risk_shift,2023-02-03,-31,0.0326487198472023
2023-03-22,inflation_risk_shift,2023-02-06,-30,0.03274758160114288
2023-03-22,inflation_risk_shift,2023-02-07,-29,0.028312593698501587
2023-03-22,inflation_risk_shift,2023-02-08,-28,0.02995268628001213
2023-03-22,inflation_risk_shift,2023-02-09,-27,0.029054176062345505
2023-03-22,inflation_risk_shift,2023-02-10,-26,0.03005211427807808
2023-03-22,inflation_risk_shift,2023-02-13,-25,0.03009789064526558
2023-03-22,inflation_risk_shift,2023-02-14,-24,0.028015736490488052
2023-03-22,inflation_risk_shift,2023-02-15,-23,0.027598891407251358
2023-03-22,inflation_risk_shift,2023-02-16,-22,0.025821948423981667
2023-03-22,inflation_risk_shift,2023-02-17,-21,0.027449222281575203
2023-03-22,inflation_risk_shift,2023-02-21,-20,0.027693182229995728
2023-03-22,inflation_risk_shift,2023-02-22,-19,0.026946108788251877
2023-03-22,inflation_risk_shift,2023-02-23,-18,0.02754044160246849
2023-03-22,inflation_risk_shift,2023-02-24,-17,0.028648018836975098
2023-03-22,inflation_risk_shift,2023-02-27,-16,0.03042815998196602
2023-03-22,inflation_risk_shift,2023-02-28,-15,0.028988167643547058
2023-03-22,inflation_risk_shift,2023-03-01,-14,0.030737310647964478
2023-03-22,inflation_risk_shift,2023-03-02,-13,0.029601197689771652
2023-03-22,inflation_risk_shift,2023-03-03,-12,0.029562920331954956
2023-03-22,inflation_risk_shift,2023-03-06,-11,0.029759109020233154
2023-03-22,inflation_risk_shift,2023-03-07,-10,0.031977321952581406
2023-03-22,inflation_risk_shift,2023-03-08,-9,0.032798074185848236
2023-03-22,inflation_risk_shift,2023-03-09,-8,0.03191965073347092
2023-03-22,inflation_risk_shift,2023-03-10,-7,0.03170854225754738
2023-03-22,inflation_risk_shift,2023-03-13,-6,0.03350518271327019
2023-03-22,inflation_risk_shift,2023-03-14,-5,0.03035348281264305
2023-03-22,inflation_risk_shift,2023-03-15,-4,0.035316102206707
2023-03-22,inflation_risk_shift,2023-03-16,-3,0.029933584854006767
2023-03-22,inflation_risk_shift,2023-03-17,-2,0.03174106776714325
2023-03-22,inflation_risk_shift,2023-03-20,-1,0.03259285166859627
2023-03-22,inflation_risk_shift,2023-03-21,0,0.03377529978752136
2023-03-22,unemployment_assessment_shift,2023-02-02,-32,0.03313672915101051
2023-03-22,unemployment_assessment_shift,2023-02-03,-31,0.03098929300904274
2023-03-22,unemployment_assessment_shift,2023-02-06,-30,0.031937845051288605
2023-03-22,unemployment_assessment_shift,2023-02-07,-29,0.028895370662212372
2023-03-22,unemployment_assessment_shift,2023-02-08,-28,0.0315532311797142
2023-03-22,unemployment_assessment_shift,2023-02-09,-27,0.031702179461717606
2023-03-22,unemployment_assessment_shift,2023-02-10,-26,0.031138472259044647
2023-03-22,unemployment_assessment_shift,2023-02-13,-25,0.033283405005931854
2023-03-22,unemployment_assessment_shift,2023-02-14,-24,0.02994728833436966
2023-03-22,unemployment_assessment_shift,2023-02-15,-23,0.029452653601765633
2023-03-22,unemployment_assessment_shift,2023-02-16,-22,0.02748611569404602
2023-03-22,unemployment_assessment_shift,2023-02-17,-21,0.029952306300401688
2023-03-22,unemployment_assessment_shift,2023-02-21,-20,0.029553009197115898
2023-03-22,unemployment_assessment_shift,2023-02-22,-19,0.027110349386930466
2023-03-22,unemployment_assessment_shift,2023-02-23,-18,0.03277060389518738
2023-03-22,unemployment_assessment_shift,2023-02-24,-17,0.032247528433799744
2023-03-22,unemployment_assessment_shift,2023-02-27,-16,0.031412143260240555
2023-03-22,unemployment_assessment_shift,2023-02-28,-15,0.03429977968335152
2023-03-22,unemployment_assessment_shift,2023-03-01,-14,0.03153073042631149
2023-03-22,unemployment_assessment_shift,2023-03-02,-13,0.02985462173819542
2023-03-22,unemployment_assessment_shift,2023-03-03,-12,0.03132754564285278
2023-03-22,unemployment_assessment_shift,2023-03-06,-11,0.02955203503370285
2023-03-22,unemployment_assessment_shift,2023-03-07,-10,0.02853374369442463
2023-03-22,unemployment_assessment_shift,2023-03-08,-9,0.028002165257930756
2023-03-22,unemployment_assessment_shift,2023-03-09,-8,0.026595305651426315
2023-03-22,unemployment_assessment_shift,2023-03-10,-7,0.027331631630659103
2023-03-22,unemployment_assessment_shift,2023-03-13,-6,0.028767982497811317
2023-03-22,unemployment_assessment_shift,2023-03-14,-5,0.027501007542014122
2023-03-22,unemployment_assessment_shift,2023-03-15,-4,0.03188913315534592
2023-03-22,unemployment_assessment_shift,2023-03-16,-3,0.02876623533666134
2023-03-22,unemployment_assessment_shift,2023-03-17,-2,0.029700949788093567
2023-03-22,unemployment_assessment_shift,2023-03-20,-1,0.03325340524315834
2023-03-22,unemployment_assessment_shift,2023-03-21,0,0.0305252093821764
2023-03-22,labor_market_risk_shift,2023-02-02,-32,0.03006785921752453
2023-03-22,labor_market_risk_shift,2023-02-03,-31,0.033391643315553665
2023-03-22,labor_market_risk_shift,2023-02-06,-30,0.0329909473657608
2023-03-22,labor_market_risk_shift,2023-02-07,-29,0.028559548780322075
2023-03-22,labor_market_risk_shift,2023-02-08,-28,0.029780250042676926
2023-03-22,labor_market_risk_shift,2023-02-09,-27,0.028924942016601562
2023-03-22,labor_market_risk_shift,2023-02-10,-26,0.0300503671169281
2023-03-22,labor_market_risk_shift,2023-02-13,-25,0.029159672558307648
2023-03-22,labor_market_risk_shift,2023-02-14,-24,0.02788250520825386
2023-03-22,labor_market_risk_shift,2023-02-15,-23,0.02737097069621086
2023-03-22,labor_market_risk_shift,2023-02-16,-22,0.02586226724088192
2023-03-22,labor_market_risk_shift,2023-02-17,-21,0.02678648568689823
2023-03-22,labor_market_risk_shift,2023-02-21,-20,0.02786114439368248
2023-03-22,labor_market_risk_shift,2023-02-22,-19,0.027377067133784294
2023-03-22,labor_market_risk_shift,2023-02-23,-18,0.026054374873638153
2023-03-22,labor_market_risk_shift,2023-02-24,-17,0.02795148268342018
2023-03-22,labor_market_risk_shift,2023-02-27,-16,0.02938990667462349
2023-03-22,labor_market_risk_shift,2023-02-28,-15,0.026892516762018204
2023-03-22,labor_market_risk_shift,2023-03-01,-14,0.030897993594408035
2023-03-22,labor_market_risk_shift,2023-03-02,-13,0.029320649802684784
2023-03-22,labor_market_risk_shift,2023-03-03,-12,0.028857141733169556
2023-03-22,labor_market_risk_shift,2023-03-06,-11,0.031214483082294464
2023-03-22,labor_market_risk_shift,2023-03-07,-10,0.035074733197689056
2023-03-22,labor_market_risk_shift,2023-03-08,-9,0.034956369549036026
2023-03-22,labor_market_risk_shift,2023-03-09,-8,0.03430749475955963
2023-03-22,labor_market_risk_shift,2023-03-10,-7,0.03302176296710968
2023-03-22,labor_market_risk_shift,2023-03-13,-6,0.03427046909928322
2023-03-22,labor_market_risk_shift,2023-03-14,-5,0.030727451667189598
2023-03-22,labor_market_risk_shift,2023-03-15,-4,0.03447152301669121
2023-03-22,labor_market_risk_shift,2023-03-16,-3,0.0298246368765831
2023-03-22,labor_market_risk_shift,2023-03-17,-2,0.030864167958498
2023-03-22,labor_market_risk_shift,2023-03-20,-1,0.03138888254761696
2023-03-22,labor_market_risk_shift,2023-03-21,0,0.03444826602935791
2023-03-22,growth_activity_shift,2023-02-02,-32,0.03057250566780567
2023-03-22,growth_activity_shift,2023-02-03,-31,0.03375270590186119
2023-03-22,growth_activity_shift,2023-02-06,-30,0.0331285260617733
2023-03-22,growth_activity_shift,2023-02-07,-29,0.028465785086154938
2023-03-22,growth_activity_shift,2023-02-08,-28,0.029816340655088425
2023-03-22,growth_activity_shift,2023-02-09,-27,0.028772838413715363
2023-03-22,growth_activity_shift,2023-02-10,-26,0.029850918799638748
2023-03-22,growth_activity_shift,2023-02-13,-25,0.029320642352104187
2023-03-22,growth_activity_shift,2023-02-14,-24,0.02798287943005562
2023-03-22,growth_activity_shift,2023-02-15,-23,0.02716958150267601
2023-03-22,growth_activity_shift,2023-02-16,-22,0.02565598674118519
2023-03-22,growth_activity_shift,2023-02-17,-21,0.026767145842313766
2023-03-22,growth_activity_shift,2023-02-21,-20,0.027723629027605057
2023-03-22,growth_activity_shift,2023-02-22,-19,0.02728160284459591
2023-03-22,growth_activity_shift,2023-02-23,-18,0.02616027742624283
2023-03-22,growth_activity_shift,2023-02-24,-17,0.028373315930366516
2023-03-22,growth_activity_shift,2023-02-27,-16,0.029627839103341103
2023-03-22,growth_activity_shift,2023-02-28,-15,0.027219466865062714
2023-03-22,growth_activity_shift,2023-03-01,-14,0.031094882637262344
2023-03-22,growth_activity_shift,2023-03-02,-13,0.029298216104507446
2023-03-22,growth_activity_shift,2023-03-03,-12,0.028776468709111214
2023-03-22,growth_activity_shift,2023-03-06,-11,0.03111306205391884
2023-03-22,growth_activity_shift,2023-03-07,-10,0.034926559776067734
2023-03-22,growth_activity_shift,2023-03-08,-9,0.03450021147727966
2023-03-22,growth_activity_shift,2023-03-09,-8,0.034008026123046875
2023-03-22,growth_activity_shift,2023-03-10,-7,0.03283768147230148
2023-03-22,growth_activity_shift,2023-03-13,-6,0.034004710614681244
2023-03-22,growth_activity_shift,2023-03-14,-5,0.030605383217334747
2023-03-22,growth_activity_shift,2023-03-15,-4,0.0346347950398922
2023-03-22,growth_activity_shift,2023-03-16,-3,0.029601503163576126
2023-03-22,growth_activity_shift,2023-03-17,-2,0.030871286988258362
2023-03-22,growth_activity_shift,2023-03-20,-1,0.031464118510484695
2023-03-22,growth_activity_shift,2023-03-21,0,0.03462107479572296
2023-03-22,financial_conditions_shift,2023-02-02,-32,0.03385520353913307
2023-03-22,financial_conditions_shift,2023-02-03,-31,0.028867201879620552
2023-03-22,financial_conditions_shift,2023-02-06,-30,0.028522882610559464
2023-03-22,financial_conditions_shift,2023-02-07,-29,0.02939431369304657
2023-03-22,financial_conditions_shift,2023-02-08,-28,0.03089778870344162
2023-03-22,financial_conditions_shift,2023-02-09,-27,0.03281565010547638
2023-03-22,financial_conditions_shift,2023-02-10,-26,0.03001440316438675
2023-03-22,financial_conditions_shift,2023-02-13,-25,0.03300141543149948
2023-03-22,financial_conditions_shift,2023-02-14,-24,0.03178029879927635
2023-03-22,financial_conditions_shift,2023-02-15,-23,0.031484246253967285
2023-03-22,financial_conditions_shift,2023-02-16,-22,0.03196399286389351
2023-03-22,financial_conditions_shift,2023-02-17,-21,0.03412226587533951
2023-03-22,financial_conditions_shift,2023-02-21,-20,0.03185200318694115
2023-03-22,financial_conditions_shift,2023-02-22,-19,0.029854023829102516
2023-03-22,financial_conditions_shift,2023-02-23,-18,0.039437633007764816
2023-03-22,financial_conditions_shift,2023-02-24,-17,0.03483639657497406
2023-03-22,financial_conditions_shift,2023-02-27,-16,0.03151050582528114
2023-03-22,financial_conditions_shift,2023-02-28,-15,0.037881217896938324
2023-03-22,financial_conditions_shift,2023-03-01,-14,0.02901117503643036
2023-03-22,financial_conditions_shift,2023-03-02,-13,0.029484719038009644
2023-03-22,financial_conditions_shift,2023-03-03,-12,0.031219087541103363
2023-03-22,financial_conditions_shift,2023-03-06,-11,0.027547936886548996
2023-03-22,financial_conditions_shift,2023-03-07,-10,0.024766143411397934
2023-03-22,financial_conditions_shift,2023-03-08,-9,0.025113586336374283
2023-03-22,financial_conditions_shift,2023-03-09,-8,0.02442402020096779
2023-03-22,financial_conditions_shift,2023-03-10,-7,0.026010628789663315
2023-03-22,financial_conditions_shift,2023-03-13,-6,0.025540469214320183
2023-03-22,financial_conditions_shift,2023-03-14,-5,0.02859768643975258
2023-03-22,financial_conditions_shift,2023-03-15,-4,0.027670759707689285
2023-03-22,financial_conditions_shift,2023-03-16,-3,0.030232999473810196
2023-03-22,financial_conditions_shift,2023-03-17,-2,0.029529539868235588
2023-03-22,financial_conditions_shift,2023-03-20,-1,0.032427385449409485
2023-03-22,financial_conditions_shift,2023-03-21,0,0.02633247897028923
2023-03-22,balance_sheet_policy_shift,2023-02-02,-32,0.0342840850353241
2023-03-22,balance_sheet_policy_shift,2023-02-03,-31,0.029877062886953354
2023-03-22,balance_sheet_policy_shift,2023-02-06,-30,0.030608152970671654
2023-03-22,balance_sheet_policy_shift,2023-02-07,-29,0.028338808566331863
2023-03-22,balance_sheet_policy_shift,2023-02-08,-28,0.030974987894296646
2023-03-22,balance_sheet_policy_shift,2023-02-09,-27,0.030796851962804794
2023-03-22,balance_sheet_policy_shift,2023-02-10,-26,0.03019794262945652
2023-03-22,balance_sheet_policy_shift,2023-02-13,-25,0.03322984278202057
2023-03-22,balance_sheet_policy_shift,2023-02-14,-24,0.029349686577916145
2023-03-22,balance_sheet_policy_shift,2023-02-15,-23,0.02890276163816452
2023-03-22,balance_sheet_policy_shift,2023-02-16,-22,0.027392083778977394
2023-03-22,balance_sheet_policy_shift,2023-02-17,-21,0.03042246587574482
2023-03-22,balance_sheet_policy_shift,2023-02-21,-20,0.028227929025888443
2023-03-22,balance_sheet_policy_shift,2023-02-22,-19,0.027366632595658302
2023-03-22,balance_sheet_policy_shift,2023-02-23,-18,0.03414904698729515
2023-03-22,balance_sheet_policy_shift,2023-02-24,-17,0.03129409998655319
2023-03-22,balance_sheet_policy_shift,2023-02-27,-16,0.03248295933008194
2023-03-22,balance_sheet_policy_shift,2023-02-28,-15,0.03611985221505165
2023-03-22,balance_sheet_policy_shift,2023-03-01,-14,0.030110903084278107
2023-03-22,balance_sheet_policy_shift,2023-03-02,-13,0.02863510325551033
2023-03-22,balance_sheet_policy_shift,2023-03-03,-12,0.03134874254465103
2023-03-22,balance_sheet_policy_shift,2023-03-06,-11,0.028389666229486465
2023-03-22,balance_sheet_policy_shift,2023-03-07,-10,0.028343215584754944
2023-03-22,balance_sheet_policy_shift,2023-03-08,-9,0.02805687114596367
2023-03-22,balance_sheet_policy_shift,2023-03-09,-8,0.026845775544643402
2023-03-22,balance_sheet_policy_shift,2023-03-10,-7,0.028271932154893875
2023-03-22,balance_sheet_policy_shift,2023-03-13,-6,0.029326893389225006
2023-03-22,balance_sheet_policy_shift,2023-03-14,-5,0.028717057779431343
2023-03-22,balance_sheet_policy_shift,2023-03-15,-4,0.033071015030145645
2023-03-22,balance_sheet_policy_shift,2023-03-16,-3,0.029462356120347977
2023-03-22,balance_sheet_policy_shift,2023-03-17,-2,0.031155604869127274
2023-03-22,balance_sheet_policy_shift,2023-03-20,-1,0.034216247498989105
2023-03-22,balance_sheet_policy_shift,2023-03-21,0,0.030033349990844727
2023-03-22,risk_balance_shift,2023-02-02,-32,0.03258715942502022
2023-03-22,risk_balance_shift,2023-02-03,-31,0.031369633972644806
2023-03-22,risk_balance_shift,2023-02-06,-30,0.031983911991119385
2023-03-22,risk_balance_shift,2023-02-07,-29,0.02886352874338627
2023-03-22,risk_balance_shift,2023-02-08,-28,0.03130149096250534
2023-03-22,risk_balance_shift,2023-02-09,-27,0.02999834716320038
2023-03-22,risk_balance_shift,2023-02-10,-26,0.029829826205968857
2023-03-22,risk_balance_shift,2023-02-13,-25,0.03191916272044182
2023-03-22,risk_balance_shift,2023-02-14,-24,0.02864903211593628
2023-03-22,risk_balance_shift,2023-02-15,-23,0.028061965480446815
2023-03-22,risk_balance_shift,2023-02-16,-22,0.026779016479849815
2023-03-22,risk_balance_shift,2023-02-17,-21,0.028981376439332962
2023-03-22,risk_balance_shift,2023-02-21,-20,0.02738376148045063
2023-03-22,risk_balance_shift,2023-02-22,-19,0.026978246867656708
2023-03-22,risk_balance_shift,2023-02-23,-18,0.031597670167684555
2023-03-22,risk_balance_shift,2023-02-24,-17,0.02990269847214222
2023-03-22,risk_balance_shift,2023-02-27,-16,0.03173978999257088
2023-03-22,risk_balance_shift,2023-02-28,-15,0.03332536295056343
2023-03-22,risk_balance_shift,2023-03-01,-14,0.02980768121778965
2023-03-22,risk_balance_shift,2023-03-02,-13,0.0285743847489357
2023-03-22,risk_balance_shift,2023-03-03,-12,0.031084809452295303
2023-03-22,risk_balance_shift,2023-03-06,-11,0.029745284467935562
2023-03-22,risk_balance_shift,2023-03-07,-10,0.03039778769016266
2023-03-22,risk_balance_shift,2023-03-08,-9,0.0295843705534935
2023-03-22,risk_balance_shift,2023-03-09,-8,0.028304487466812134
