meeting_date,event_token,attention
2014-03-19,rate_decision,0.07134141027927399
2014-03-19,current_policy_stance,0.04884771630167961
2014-03-19,policy_stance_shift,0.06403997540473938
2014-03-19,expected_rate_path_shift,0.07966335117816925
2014-03-19,inflation_assessment_shift,0.07030294835567474
2014-03-19,inflation_risk_shift,0.05399300158023834
2014-03-19,unemployment_assessment_shift,0.07209894061088562
2014-03-19,labor_market_risk_shift,0.06603588908910751
2014-03-19,growth_activity_shift,0.053467363119125366
2014-03-19,financial_conditions_shift,0.058447644114494324
2014-03-19,balance_sheet_policy_shift,0.08210475742816925
2014-03-19,risk_balance_shift,0.06302279978990555
2014-03-19,committee_dispersion,0.08570867031812668
2014-03-19,policy_uncertainty,0.04636998474597931
2014-03-19,forward_guidance_strength,0.08455555140972137
2014-04-30,rate_decision,0.0698341578245163
2014-04-30,current_policy_stance,0.0652972012758255
2014-04-30,policy_stance_shift,0.06191466003656387
2014-04-30,expected_rate_path_shift,0.059734925627708435
2014-04-30,inflation_assessment_shift,0.06637249886989594
2014-04-30,inflation_risk_shift,0.06208067759871483
2014-04-30,unemployment_assessment_shift,0.0664881020784378
2014-04-30,labor_market_risk_shift,0.06807494908571243
2014-04-30,growth_activity_shift,0.07351325452327728
2014-04-30,financial_conditions_shift,0.0649993047118187
2014-04-30,balance_sheet_policy_shift,0.0649944543838501
2014-04-30,risk_balance_shift,0.0593387670814991
2014-04-30,committee_dispersion,0.07488257437944412
2014-04-30,policy_uncertainty,0.06718551367521286
2014-04-30,forward_guidance_strength,0.07528892904520035
2014-06-18,rate_decision,0.0864267349243164
2014-06-18,current_policy_stance,0.049288276582956314
2014-06-18,policy_stance_shift,0.06494641304016113
2014-06-18,expected_rate_path_shift,0.05426955223083496
2014-06-18,inflation_assessment_shift,0.07757703959941864
2014-06-18,inflation_risk_shift,0.05481584742665291
2014-06-18,unemployment_assessment_shift,0.07575197517871857
2014-06-18,labor_market_risk_shift,0.056811630725860596
2014-06-18,growth_activity_shift,0.07122978568077087
2014-06-18,financial_conditions_shift,0.04690096527338028
2014-06-18,balance_sheet_policy_shift,0.09150330722332001
2014-06-18,risk_balance_shift,0.05535825341939926
2014-06-18,committee_dispersion,0.08242861181497574
2014-06-18,policy_uncertainty,0.05117940157651901
2014-06-18,forward_guidance_strength,0.08151222765445709
2014-07-30,rate_decision,0.07183511555194855
2014-07-30,current_policy_stance,0.047715961933135986
2014-07-30,policy_stance_shift,0.07264090329408646
2014-07-30,expected_rate_path_shift,0.07004810869693756
2014-07-30,inflation_assessment_shift,0.08863544464111328
2014-07-30,inflation_risk_shift,0.07245872169733047
2014-07-30,unemployment_assessment_shift,0.08154503256082535
2014-07-30,labor_market_risk_shift,0.060194410383701324
2014-07-30,growth_activity_shift,0.07498504221439362
2014-07-30,financial_conditions_shift,0.04757199063897133
2014-07-30,balance_sheet_policy_shift,0.07962127029895782
2014-07-30,risk_balance_shift,0.05507321655750275
2014-07-30,committee_dispersion,0.0728096291422844
2014-07-30,policy_uncertainty,0.04920465871691704
2014-07-30,forward_guidance_strength,0.05566049739718437
2014-09-17,rate_decision,0.08982512354850769
2014-09-17,current_policy_stance,0.042832326143980026
2014-09-17,policy_stance_shift,0.07527328282594681
2014-09-17,expected_rate_path_shift,0.08046292513608932
2014-09-17,inflation_assessment_shift,0.04412207752466202
2014-09-17,inflation_risk_shift,0.04756907746195793
2014-09-17,unemployment_assessment_shift,0.062398143112659454
2014-09-17,labor_market_risk_shift,0.06464878469705582
2014-09-17,growth_activity_shift,0.06741025298833847
2014-09-17,financial_conditions_shift,0.0791851282119751
2014-09-17,balance_sheet_policy_shift,0.07967475801706314
2014-09-17,risk_balance_shift,0.062105245888233185
2014-09-17,committee_dispersion,0.08135462552309036
2014-09-17,policy_uncertainty,0.04437709599733353
2014-09-17,forward_guidance_strength,0.07876114547252655
2014-10-29,rate_decision,0.07670753449201584
2014-10-29,current_policy_stance,0.04447045177221298
2014-10-29,policy_stance_shift,0.08004936575889587
2014-10-29,expected_rate_path_shift,0.0809420794248581
2014-10-29,inflation_assessment_shift,0.04901883006095886
2014-10-29,inflation_risk_shift,0.03980904445052147
2014-10-29,unemployment_assessment_shift,0.08000171184539795
2014-10-29,labor_market_risk_shift,0.07653580605983734
2014-10-29,growth_activity_shift,0.06769751757383347
2014-10-29,financial_conditions_shift,0.06763547658920288
2014-10-29,balance_sheet_policy_shift,0.0771017074584961
2014-10-29,risk_balance_shift,0.04308295249938965
2014-10-29,committee_dispersion,0.07992490381002426
2014-10-29,policy_uncertainty,0.05445059388875961
2014-10-29,forward_guidance_strength,0.08257205039262772
2014-12-17,rate_decision,0.10446278005838394
2014-12-17,current_policy_stance,0.05366906523704529
2014-12-17,policy_stance_shift,0.059629376977682114
2014-12-17,expected_rate_path_shift,0.06363925337791443
2014-12-17,inflation_assessment_shift,0.057355333119630814
2014-12-17,inflation_risk_shift,0.056718625128269196
2014-12-17,unemployment_assessment_shift,0.06882669031620026
2014-12-17,labor_market_risk_shift,0.05953662842512131
2014-12-17,growth_activity_shift,0.07597923278808594
2014-12-17,financial_conditions_shift,0.05937046557664871
2014-12-17,balance_sheet_policy_shift,0.062022291123867035
2014-12-17,risk_balance_shift,0.05951829254627228
2014-12-17,committee_dispersion,0.07468651980161667
2014-12-17,policy_uncertainty,0.0729651153087616
2014-12-17,forward_guidance_strength,0.07162030041217804
2015-01-28,rate_decision,0.06076609343290329
2015-01-28,current_policy_stance,0.05449386686086655
2015-01-28,policy_stance_shift,0.07360829412937164
2015-01-28,expected_rate_path_shift,0.0801088735461235
2015-01-28,inflation_assessment_shift,0.05242254212498665
2015-01-28,inflation_risk_shift,0.050032150000333786
2015-01-28,unemployment_assessment_shift,0.07466305792331696
2015-01-28,labor_market_risk_shift,0.06680291891098022
2015-01-28,growth_activity_shift,0.07792314887046814
2015-01-28,financial_conditions_shift,0.05892880633473396
2015-01-28,balance_sheet_policy_shift,0.07167057693004608
2015-01-28,risk_balance_shift,0.06485795974731445
2015-01-28,committee_dispersion,0.07769259065389633
2015-01-28,policy_uncertainty,0.07358398288488388
2015-01-28,forward_guidance_strength,0.06244514510035515
2015-03-18,rate_decision,0.09121198207139969
2015-03-18,current_policy_stance,0.06020007282495499
2015-03-18,policy_stance_shift,0.06602822244167328
2015-03-18,expected_rate_path_shift,0.06884061545133591
2015-03-18,inflation_assessment_shift,0.06318826973438263
2015-03-18,inflation_risk_shift,0.06556054204702377
2015-03-18,unemployment_assessment_shift,0.06571870297193527
2015-03-18,labor_market_risk_shift,0.06283926218748093
2015-03-18,growth_activity_shift,0.06455554068088531
2015-03-18,financial_conditions_shift,0.06586520373821259
2015-03-18,balance_sheet_policy_shift,0.06557569652795792
2015-03-18,risk_balance_shift,0.06313376873731613
2015-03-18,committee_dispersion,0.0662459135055542
2015-03-18,policy_uncertainty,0.06592382490634918
2015-03-18,forward_guidance_strength,0.0651123970746994
2015-04-29,rate_decision,0.08727136254310608
2015-04-29,current_policy_stance,0.053027547895908356
2015-04-29,policy_stance_shift,0.060202181339263916
2015-04-29,expected_rate_path_shift,0.0616731122136116
2015-04-29,inflation_assessment_shift,0.0809081494808197
2015-04-29,inflation_risk_shift,0.06349470466375351
2015-04-29,unemployment_assessment_shift,0.05450248718261719
2015-04-29,labor_market_risk_shift,0.055764444172382355
2015-04-29,growth_activity_shift,0.061636801809072495
2015-04-29,financial_conditions_shift,0.055798694491386414
2015-04-29,balance_sheet_policy_shift,0.07111730426549911
2015-04-29,risk_balance_shift,0.06883111596107483
2015-04-29,committee_dispersion,0.08518016338348389
2015-04-29,policy_uncertainty,0.06511853635311127
2015-04-29,forward_guidance_strength,0.07547333836555481
2015-06-17,rate_decision,0.08229460567235947
2015-06-17,current_policy_stance,0.04801356419920921
2015-06-17,policy_stance_shift,0.06814629584550858
2015-06-17,expected_rate_path_shift,0.07902545481920242
2015-06-17,inflation_assessment_shift,0.06254494935274124
2015-06-17,inflation_risk_shift,0.060889359563589096
2015-06-17,unemployment_assessment_shift,0.06999597698450089
2015-06-17,labor_market_risk_shift,0.060985349118709564
2015-06-17,growth_activity_shift,0.07540702819824219
2015-06-17,financial_conditions_shift,0.0722455158829689
2015-06-17,balance_sheet_policy_shift,0.06354787200689316
2015-06-17,risk_balance_shift,0.0600273534655571
2015-06-17,committee_dispersion,0.07328732311725616
2015-06-17,policy_uncertainty,0.06654916703701019
2015-06-17,forward_guidance_strength,0.05704011768102646
2015-07-29,rate_decision,0.07826359570026398
2015-07-29,current_policy_stance,0.05856552720069885
2015-07-29,policy_stance_shift,0.06837069243192673
2015-07-29,expected_rate_path_shift,0.07126069068908691
2015-07-29,inflation_assessment_shift,0.06289435923099518
2015-07-29,inflation_risk_shift,0.06096888706088066
2015-07-29,unemployment_assessment_shift,0.07010015845298767
2015-07-29,labor_market_risk_shift,0.06408565491437912
2015-07-29,growth_activity_shift,0.07160185277462006
2015-07-29,financial_conditions_shift,0.06149355322122574
2015-07-29,balance_sheet_policy_shift,0.06446655839681625
2015-07-29,risk_balance_shift,0.06181919574737549
2015-07-29,committee_dispersion,0.07213175296783447
2015-07-29,policy_uncertainty,0.06428316980600357
2015-07-29,forward_guidance_strength,0.06969435513019562
2015-09-17,rate_decision,0.08076637238264084
2015-09-17,current_policy_stance,0.05396289750933647
2015-09-17,policy_stance_shift,0.06159994751214981
2015-09-17,expected_rate_path_shift,0.058595817536115646
2015-09-17,inflation_assessment_shift,0.05657869577407837
2015-09-17,inflation_risk_shift,0.05182022601366043
